"ID_org","organization name","Address","Postal Code","City","Country"
"Row14860","Institute Of Water Management","I Chavchavadze Avenue 60",,"Tbilisi","GE"
"Row14861","Institute Of Water Modelling","Road 32 House 496",,"Dhaka","BD"
"Row14862","Institute Of Water Problems And Hydropower Of The Kyrgyz National Academy Of Sciences","Frunze Street 533",,"Bishkek","KG"
"Row14863","Institute Of World Economics And Politics Chinese Academy Of Social Sciences","Jianguo Mennei Dajie 5",,"Beijing","CN"
"Row14864","Institute Of Zoology, Chinese Academy Of Sciences","Beichen West Road 1 5",,"Beijing","CN"
"Row14865","Institutes De Recherches Cliniques De Montreal","110, Avenue Des Pins Ouest",,"Montreal","CA"
"Row14866","Institutet For Fremtidsforskning Forening","Noerre Farimagsgade 65",,"Kobenhavn","DK"
"Row14867","Institutet For Rymdfysik","Po Box",,"Kiruna","SE"
"Row14868","Institutia Medico-sanitara Publica Institutul Oncologic","Strada Testemiteanu 30",,"Chisinau","MD"
"Row14869","Institution De La Recherche Et De L'enseignement Superieur Agricoles","Rue Alain Savary 30 Ministere De L Agriculture Et Des Ressources Hydrauli Ques",,"Tunis","TN"
"Row14871","Institution Of Russian Academy Of Medical Sciences Scientific Researchinstitute Of Cardiology Of Siberian Department Of Rams","Kievskaya Str. 111a",,"Tomsk","RU"
"Row14874","Institution Of The Russian Academy Of Sciences Joint Institute For High Temperatures Ras","Izhorskaya",,"Moscow","RU"
"Row14875","Institution Of The Russian Academy Of Sciences, A.N. Bach Institute Of Biochemistry Of Ras","Leninsky Prospect",,"Moscow","RU"
"Row14879","Instituto Andaluz De Investigaciony Formacion Agraria Pesquera Alimentaria Y De La Produccion Ecologica","Calle Isaac Newton 3 Planta",,"Sevilla","ES"
"Row1488","Amplitude Technologies Sa","Rue Du Bois Chaland 7",,"Lisses","FR"
"Row14882","Instituto Aragones De Ciencias De La Salud","Avenida Alc. Gomez Laguna",,"Zaragoza","ES"
"Row14883","Instituto Biomar Sa","Calle D Parque Tecnologico De Leon Parcela M 10.4 Armunia",,"Leon","ES"
"Row14884","Instituto Boliviano De Investigacion Forestal Asociacion","Carretera Norte Km 9 Zona Barrio Chaparral El Vallecito",,"Santa Cruz De La Sierra","BO"
"Row14885","Instituto Canario De Ciencias Marinas","Carretera De Taliarte Taliarte Telde",,"Las Palmas","ES"
"Row14886","Instituto Centroamericano De La Salud Icas Association - Central American Health Institute","Reparto Los Robles - Casa 77 - Restaurante La Marsellaise - Cuadra Al Norte, Cuadra Al Este 77",,"Managua","NI"
"Row14888","Instituto Consultivo Para El Desarrollo Sl","Plaza Nueva 13- Escalera A - Planta 1 Edificio Vitalicio Modulo 4",,"Sevilla","ES"
"Row14889","Instituto Da Droga E Da Toxicodependencia","Praça De Alvalade 7",,"Lisboa","PT"
"Row1489","Amprion Gmbh","Rheinlanddamm 24",,"Dortmund","DE"
"Row14890","Instituto Da Mobilidade E Dos Transortes Terrestres Instituto Publico","Avenida Das Forcas Armadas 40",,"Lisboa","PT"
"Row14892","Instituto De Agrobiotecnologia Rosario S.A.","Ocampo 210 Bis Predio Cct Rosario",,"Rosario","AR"
"Row14896","Instituto De Biologia Molecular E Celular - Ibmc","Rua Do Campo Alegre",,"Porto","PT"
"Row14897","Instituto De Biologia Molecular Y Celular De Rosarioibr","Suichpacha 531",,"Rosario Santa Fe","AR"
"Row14899","Instituto De Ciencias Sociais Da Universidade De Lisboa","Av. Professor Anã­bal Bettencourt",,"Lisboa","PT"
"Row149","A.O. Kovalevsky Institute Of Biology Of Southern Seas - Ukranian National Academy Of Sciences","Prospekt Nakhimov",,"Sevastopol","UA"
"Row1490","Amptec Gmbh","Koenigstrasse 4a",,"Hamburg","DE"
"Row14900","Instituto De Desarrollo Economico Del Principado De Asturias","Parque Tecnologico De Asturias",,"Llanera Asturias","ES"
"Row14901","Instituto De Desarrollo Economico Y Social","Araoz 2838",,"Buenos Aires","AR"
"Row14903","Instituto De Docencia E Investigacion Etnologica De Zacatecas Ac","Calle Aguascalientes 216, Int. 24",,"Zacatecas","MX"
"Row14904","Instituto De Ecología Y Biodiversidad","Las Palmeras 3425 Ñuñoa",,"Santiago","CL"
"Row14905","Instituto De Ecología, A.C.","Carretera Antigua A Coatepec 351",,"Xalapa, Veracruz","MX"
"Row14907","Instituto De Engenharia Mecanica","Rua Dr. Roberto Frias",,"Lisboa","PT"
"Row14909","Instituto De Engenharia Mecânica - Polo Ist","Av. Rovisco Pais",,"Lisbon","PT"
"Row1491","Ampyx Power Bv","Lulofsstraat 55 Unit 13",,"Den Haag","NL"
"Row14913","Instituto De Fomento Pesquero","Alte. Blanco Encalada",,"Valparaiso","CL"
"Row14914","Instituto De Geografia E Ordenamento Do Territorio Da Universidade De Lisboa","Igot - Edif. Fac. Letras - Alameda Da Universidade",,"Lisboa","PT"
"Row14916","Instituto De Hidrologia, Meteorologia Y Estudios Ambientales","Carrera 10 20-30",,"Bogota","CO"
"Row14917","Instituto De Higiene E Medicina Tropical","Rua Da Junqueira 100",,"Lisboa","PT"
"Row14918","Instituto De Investigacao Cientifica Tropical","Rua Da Junqueira",,"Lisboa","PT"
"Row14919","Instituto De Investigacion En Seguridad Y Factores Humanos - Esm","Calle Ctco Jose M Martinez Cachero 12 - Planta Bj",,"Oviedo","ES"
"Row1492","Amra - Analisi E Monitoraggio Del R Ischio Ambientale Scarl","Via Nuova Agnano 11",,"Napoli","IT"
"Row14920","Instituto De Investigacion Sanitaria De La Fundacion Jimenez Diaz","Avenida Reyes Catolicos 2",,"Madrid","ES"
"Row14921","Instituto De Investigacion Sobre Reparacion De Vehiculos Sa*","Carretera Nacional 232 Km 273-3",,"Pedrola","ES"
"Row14922","Instituto De Investigacion Y Asistencia Psiquiatrica Sl","Calle Serrano 178",,"Madrid","ES"
"Row14923","Instituto De Investigaciones Agropecuarias","Fidel Oteiza 1956 Planta 12",,"Santiago","CL"
"Row14924","Instituto De Investigaciones Biologicas Clemente Estable","Av. Italia 3318",,"Montevideo","UY"
"Row14925","Instituto De Investigaciones En Ciencia Y Tecnologia De Materiales","Juan B Justo 4302",,"Mar Del Plata","AR"
"Row14928","Instituto De La Pequena Y Mediana Industria De La Generalitat Valenciana","Pl. Ayuntamiento 6",,"Valencia","ES"
"Row1493","Amrc Manufacturing Limited","Wallis Way Catcliff Amrc With Boeing Advanced Manufacturing Park",,"Rotherham","GB"
"Row14930","Instituto De Medicina Genómica","Catedratico Agustin Escardino 9",,"Paterna","ES"
"Row14933","Instituto De Medicina Tropical Pedro Kouri","Autopista Novia Mediodia Km 6 1/2",,"La Habana","CU"
"Row14935","Instituto De Patologia E Imunologia Molecular Da Universidade Do Porto","Rua Dr Roberto Frias S/n",,"Porto","PT"
"Row14936","Instituto De Pesca (apta/saa/sp)","Avenida Francisco Matarazzo, 455",,"Sao Paulo","BR"
"Row14937","Instituto De Pesquisas Energeticas E Nucleares","Av. Prof. Lineu Prestes 2242",,"Sao Paulo","BR"
"Row14939","Instituto De Restauracion Y Medio Ambiente","Avenida De Aviacion C3 70",,"La Virgen Del Camino Leon","ES"
"Row1494","Amrita Vishwa Vidyapeetham","Ettimadai",,"Coimbatore","IN"
"Row14941","Instituto De Seguridad Publica De Cataluna","Ctra. C-17 (barcelona-ripoll) Km. 13,5",,"Mollet Del Valles","ES"
"Row14943","Instituto De Sistemas Fotovoltaicos De Concentracion Sa","Calle Juan Bravo",,"Puertollano","ES"
"Row14945","Instituto De Tecnologia Quimica E Biologica - Universidade Nova De Lisboa","Avenida Da Republica, Estacao Agronomica Nacional",,"Oeiras","PT"
"Row14946","Instituto De Tecnologias Emergentes De La Rioja","Calle San Francisco",,"Navarrete","ES"
"Row14948","Instituto Del Mar Del Peru","Esquina Gamarra Y General Valle S/n",,"Chucuito-callao","PE"
"Row14951","Instituto Ecologica Palmas Associacao","Q606 Sul Qi 04 Alameda Di Cavalcanti Lote 24 Casa 2",,"Palmas","BR"
"Row14952","Instituto Energetico De Galicia - Inega - Instituto Enerxetico De Galicia","Rua Avelino Pousa Antelo 5",,"Santiago De Compostela","ES"
"Row14953","Instituto Espanol De Oceanografia","Avenida De Brasil",,"Madrid","ES"
"Row14954","Instituto Espanol Del Cemento Y Sus Aplicaciones","Calle Jose Abascal 53",,"Madrid","ES"
"Row14955","Instituto Europeo Del Mediterraneo Consorcio","Carrer Girona 5a Planta-20",,"Barcelona","ES"
"Row14957","Instituto Geologikon Kai Metalleytikon Ereynon","Entrance C' Olympic Village",,"Acharnae","EL"
"Row14958","Instituto Geolã?gico Y Minero De Espaã?a","Rãos Rosas 23",,"Madrid","ES"
"Row14959","Instituto Geolãgico Y Minero De Espaãa","Rãos Rosas 23",,"Madrid","ES"
"Row14961","Instituto Grifols Sa","Calle Can Guasch S/n - Poligono Levante 2",,"Parets Del Valles","ES"
"Row14962","Instituto Hidrografico","R. Das Trinas 49",,"Lisboa","PT"
"Row14964","Instituto Interamericano Para Pesquisas Em Mudancas Globais","Avenida Dos Astronautas 1758",,"Sao Jose Dos Campos","BR"
"Row14965","Instituto Internacional De Medio Ambiente Y Desarrollo- America Latina","Av Gral Paz",,"Buenos Aires","AR"
"Row14967","Instituto Madrileño De Desarrollo","José Abascal, 57",,"Madrid","ES"
"Row14968","Instituto Mexicano De Tecnologia Del Agua","Cuauhnahuac Progreso",,"Jiutepec","MX"
"Row14970","Instituto Murciano De Investigacion Y Desarrollo Agrario Y Alimentario (imida)","Mayor",,"La Alberca","ES"
"Row14971","Instituto Nacional Autonomo De Investigaciones Agropecuarias","Avenida Eloy Alfaro 30 350 Y",,"Quito","EC"
"Row14972","Instituto Nacional De Antropologia E Historia","Cordoba 45 Delegacion Cuautemoc",,"Mexico Distrito Federal","MX"
"Row14973","Instituto Nacional De Astrofisica, Optica Y Electronica","Luis Enrique Erro 1",,"Sta. Marãa Tonantzintla","MX"
"Row14974","Instituto Nacional De Cancerología","Av. San Fernando",,"Mexico","MX"
"Row14975","Instituto Nacional De Desenvolvimento Das Pescas","Cova De Inglesa",,"Mindelo - San Vicente","CV"
"Row14977","Instituto Nacional De Gestao De Calamidades","Avenida Mozambique Mavalane Airport Areal Base",,"Maputo","MZ"
"Row14978","Instituto Nacional De Innovacion Agraria","Av. La Molina 1981 - La Molina",,"Lima","PE"
"Row1498","Amsonic Ag","Zurichstrasse",,"Biel","CH"
"Row14980","Instituto Nacional De Investigacion Y Tecnologia Agraria Y Alimentaria","Carretera De La Coruna Km7.5",,"Madrid","ES"
"Row14981","Instituto Nacional De Investigaciones Nucleares","Carretera Mexico Toluca La Marquesa Km 36.5",,"Ocoyoacac","MX"
"Row14982","Instituto Nacional De Investigaãao Agraria E Veterinaria","Avenida Da Republica Quinta Do Marques",,"Oeiras","PT"
"Row14983","Instituto Nacional De Investigaçao Agraria E Veterinaria","Avenida Da Republica Quinta Do Marques",,"Oeiras","PT"
"Row14985","Instituto Nacional De Meteorologia E Geofisica","Espargos Ilha Do Sal",,"Espargos","CV"
"Row14986","Instituto Nacional De Pesquisas Espaciais","Avenida Dos Astronautas",,"Sao Jose Dos Campos","BR"
"Row14987","Instituto Nacional De Recursos Biologicos I.P. Inrb","Rua Barata Salgueiro 37/4",,"Lisboa","PT"
"Row14988","Instituto Nacional De Salud Publica","Av. Universidad 655",,"Cuernavaca Morelos","MX"
"Row14989","Instituto Nacional De Saude Dr Ricardo Jorge","Avenida Padre Cruz.",,"Lisboa","PT"
"Row1499","Amspar Bv","Bellamystraat 27 D",,"Amsterdam","NL"
"Row14990","Instituto Nacional De Saude Publica","Av. Combatente Da Liberdade Da Patria 100",,"Bissau Codex","GW"
"Row14994","Instituto Nacional De Tecnologia Agropecuaria","Rivadavia",,"Buenos Aires","AR"
"Row14995","Instituto Nacional De Tecnologia Industrial","Avenida General Paz 5445",,"San Martin","AR"
"Row14998","Instituto Nacional De Toxicologia","Luis Cabrera, 9",,"Madrid","ES"
"Row14999","Instituto Navarro De Tecnologias E Infraestructuras Agroalimentarias Sa","Avenida Serapio Huici Villava 22",,"Navarra","ES"
"Row15","21 Zakladni Skola Plzen, Slovanska Alej 13, Prispevkova Organizace","Slovanska Alej 13",,"Plzen","CZ"
"Row150","A.P. Moller - Mærsk A/s","Esplanaden 50",,"Kobenhavn","DK"
"Row1500","Amst-systemtechnik Gmbh","Lamprechtshausner Str.",,"Ranshofen","AT"
"Row15000","Instituto Neurologico Mediterraneo- Neuromed Srl","Via Atinense 18",,"Pozzilli","IT"
"Row15002","Instituto Oceanografico Da Universidade De Sao Paulo","Praca Do Oceanografico, 191, Cidade Universitária, Butanta",,"Sao Paulo","BR"
"Row15007","Instituto Politecnico De Setubal","Largo Defensores Da Républica",,"Setubal","PT"
"Row15008","Instituto Politecnico De Viana De Castelo","Praça General Barbosa",,"Viana Do Castelo","PT"
"Row1501","Amsterdam Biotherapeutics Unit","Louwesweg 6",,"Amsterdam","NL"
"Row15010","Instituto Politecnico Nacional","Av. Luis Enrique Erro S/n, Unidad Profesional Adolfo Lopez M",,"Zactenco, Mexico D.F.","MX"
"Row15014","Instituto Portugues De Oncologia Do Porto Francisco Gentil, Epe","Rua Antonio Bernardino Almeida",,"Porto","PT"
"Row15015","Instituto Portugues De Viticultura E Enologia Associacao","Rua De Pedro Homem De Mello",,"Porto","PT"
"Row15018","Instituto Rede Brasileira Agroflorestal -rebraf","Rua Visconde De Piraja 111/713",,"Rio De Janeiro","BR"
"Row15019","Instituto Superior De Agronomia","Tapada Da Ajuda",,"Lisboa","PT"
"Row15020","Instituto Superior De Economia E Gestao - Iseg","Rua Do Quelhas 6",,"Lisboa","PT"
"Row15021","Instituto Superior De Engenharia De Lisboa","Rua Conselheiro Emidio Navarro",,"Lisboa","PT"
"Row15024","Instituto Tecnologico Agrario De Castilla Y Leon","Ctra.Burgos Km 119",,"Valladolid","ES"
"Row15026","Instituto Tecnologico De Canarias, S.A.","Calle Cebrian 3",,"Las Palmas De Gran Canaria","ES"
"Row15027","Instituto Tecnologico De Costa Rica","400 Mts Sur 400 Mts Este Tribunal",,"Cartago","CR"
"Row1503","Amsterdam University Press Bv","Herengracht 221",,"Amsterdam","NL"
"Row15030","Instituto Tecnologico Del Embalaje, Transporte Y Logistica","Calle Albert Einstein",,"Godella","ES"
"Row15031","Instituto Tecnologico E Nuclear","Apartado 21, Estrada Nacional 10",,"Sacavem","PT"
"Row15032","Instituto Tecnologico Y De Energias Renovables Sa","Polígono Industrial De Granadilla, S/n",,"Granadilla De Abona","ES"
"Row15034","Instituto Tecnoloxico Para O Control Domedio Marino De Galicia - Intecmar","Peirao De Villaxoan S/n",,"Villagarcia De Arousa","ES"
"Row15035","Instituto Tecnológico De Canarias","C/ Cebrián",,"Las Palmas De Gran Canaria","ES"
"Row15036","Instituto Torcuato Di Tella","Minones 2177",,"Buenos Aires","AR"
"Row15037","Instituto Tumori Giovanni Paolo Ii","Via Samuel Hahnemann 10",,"Bari","IT"
"Row15039","Instituto Valenciano De Investigaciones Agrarias","Carretera Moncada A Naquera Km. 4,5",,"Moncada (valencia)","ES"
"Row15040","Instituto Valenciano De Investigaciones Economicas, S.A.","Guardia Civil 22",,"Valencia","ES"
"Row15041","Instituto Valenciano De La Competitividad Empresarial","Plaza Del Ayuntamiento 6",,"Valencia","ES"
"Row15043","Instituto Vasco De Investigacion Y Desarrollo Agrario Neiker Sa","Berreaga Kalea 1",,"Vizcaya","ES"
"Row15044","Instituto Y Red Europea Para El Estudio De Los Factores De Riesgo En La Infancia Y Adolescencia","Calle Mendez Nunez 6",,"Palma De Mallorca","ES"
"Row15048","Instituttet For Produktudvikling - Ipu","Produktionstorvet",,"Kongens Lyngby","DK"
"Row15049","Institutul De Cercetare-dezvoltarepentru Apicultura Sa","Bulevard Ficusului Sector 1 42",,"Bucuresti","RO"
"Row15051","Institutul De Cercetari Pentru Acoperiri Avansate Icaa Sa","Bulevardul Theodor Pallady",,"Bucuresti","RO"
"Row15054","Institutul De Cercetari Si Amenajari Silvice","Bulevardul Eroilor",,"Voluntari","RO"
"Row15055","Institutul De Chimie Academia De Stiinte A Moldovei","Academiei 3",,"Chisinau","MD"
"Row15056","Institutul De Chimie Macromoleculara Petru Poni","Aleea Grigore Ghica Voda",,"Iasi","RO"
"Row15057","Institutul De Chimie Timisoara Al Academiei Romane","Mihai Viteazu 24",,"Timisoara","RO"
"Row15059","Institutul De Ecologie Si Geografie","Academiei 1",,"Chisinau","MD"
"Row15061","Institutul De Economie, Finante Si Statistica","Ion Creanga 45",,"Chisinau","MD"
"Row15062","Institutul De Energetica Al Academiei De Stiinte A Moldovei","Academiei Str 5",,"Chisinau","MD"
"Row15063","Institutul De Fizica Atomica","Com. Magurele",,"Bucuresti","RO"
"Row15064","Institutul De Geografie","Dimitrie Racovita 12",,"Bucuresti","RO"
"Row15068","Institutul De Microbiologie Si Biotehnologie","Academiei 1",,"Chisinau","MD"
"Row15069","Institutul De Pneumoftiziologie marius Nasta","Sos. Viilor Sector 5 90",,"Bucuresti","RO"
"Row1507","Amuta Le Yeladim Besikun","Hatzvi Street 9",,"Tel Aviv","IL"
"Row15070","Institutul De Sanatate Publica","Str Dr Leonte Nr 1-3",,"Bucuresti","RO"
"Row15075","Institutul National De Cercertare Dezvoltare Pentru Stiinte Biologice Ra","Splaiul Independentei",,"Bucuresti","RO"
"Row15076","Institutul National De Cercetare - Dezvoltare Pentru Imbunatatiri Funciare - I.N.C.D.I.F. - ispif Bucuresti","Sos Oltenitei 35-37",,"Bucuresti","RO"
"Row15077","Institutul National De Cercetare - Dezvoltare Pentru Metale Neferoase Si Rare - Imnr","Bulevardul Biruintei",,"Pantelimon, Judet Ilfov","RO"
"Row1508","Amvac Ag","Metallstrasse 4",,"Zug","CH"
"Row15080","Institutul National De Cercetare Dezvoltare Pentru Ecologie Industriala","Sos Panduri, Sector 5",,"Bucuresti","RO"
"Row15082","Institutul National De Cercetare Dezvoltare Pentru Fizica Laserilor Plasmei Si Radiatiei*inflpr Ra Nat Inst For Lasers Plasma And Radiation","Atomistilor",,"Magurele","RO"
"Row15086","Institutul National De Cercetare Stiintifica In Domeniul Muncii Si Protectiei Sociale","Strada Povernei 6-8 Sector 1",,"Bucuresti","RO"
"Row15087","Institutul National De Cercetare-dezvoltare Agricola Fundulea","Nicolae Titulescu 1",,"Fundulea","RO"
"Row15088","Institutul National De Cercetare-dezvoltare Delta Dunarii","Babadag St",,"Tulcea","RO"
"Row1509","Amvac Research Gmbh","Lochhamer Strasse 29 A",,"Martinsried","DE"
"Row15091","Institutul National De Cercetare-dezvoltare Pentru Biologie Si Nutritie Animala","Calea Bucuresti 1",,"Balotesti","RO"
"Row15092","Institutul National De Cercetare-dezvoltare Pentru Bioresurse Alimentare","Str Dinu Vintila Nr 6 Sector 2",,"Bucuresti","RO"
"Row15093","Institutul National De Cercetare-dezvoltare Pentru Electrochimie Si Materie Condensata - Incemc Timisoara","Aurel Paunescu Podeanu 144",,"Timisoara","RO"
"Row15095","Institutul National De Cercetare-dezvoltare Pentru Geologie Si Geoecologie Marina-geoecomar","Dimitrie Onciul Street 23-25",,"Bucuresti","RO"
"Row15096","Institutul National De Cercetare-dezvoltare Pentru Mecatronica Si Tehnica Masurarii - I.N.C.D.M.T.M. Bucuresti","Sos. Pantelimon 6-8",,"Bucuresti","RO"
"Row15097","Institutul National De Cercetare-dezvoltare Pentru Pedologie, Agrochimie Si Protectia Mediului","Str B Dul Marasti 61 Sector 1",,"Bucuresti","RO"
"Row15098","Institutul National De Cercetare-dezvoltare Pentru Protectia Mediului","Splaiul Independentei (sector 6) 294",,"Bucuresti","RO"
"Row151","A.P.E. Research Srl","Basovizza Ss 14 Km 163,5 Area Di Ricerca",,"Trieste","IT"
"Row1510","Amyntas Monoprosoph Anonymh Etairiaereynas Technologias Kai Emporiaspharmakeytikon Proionton","Zefyrou 25 25",,"Vouliagmeni","EL"
"Row15101","Institutul National De Cercetare-dezvoltare Pentru Textile Si Pielarie","Lucretiu Patrascanu",,"Bucuresti","RO"
"Row15105","Institutul National De Hidrologie Si Gospodarire A Apelor","Sos Bucuresti Ploiesti 97",,"Bucuresti","RO"
"Row15106","Institutul National De Sanatate Publica","Str Dr Leonte 1-3 Sector 5",,"Bucuresti","RO"
"Row15107","Institutul Oncologic Prof. Dr. Alexandru Trestioreanu Bucuresti","Soseaua Fundeni 5",,"Bucuresti","RO"
"Row15108","Institutul Pentru Studierea Problemelor Minoritatilor Nationale","Strada Gavril Muzicescu 5",,"Cluj Napoca","RO"
"Row15109","Institutului De Inginerie Electronica Si Nanotehnologii","Str. Academiei 3/3",,"Chisinau","MD"
"Row1511","Amz-kutno Spolka Z Ograniczona Odpowiedzialnoscia","Skleczkowska 18",,"Kutno","PL"
"Row15110","Institutului National De Cercetare De Zvoltare Pentru Ingeneria Electrica Icpe-canat Inst For Research Development In Electrical Engineer","Splaiul Unirii, 313",,"Bucuresti","RO"
"Row15112","Instituut Voor De Aanmoediging Van Innovatie Door Wetenschap En Technologie In Vlaanderen","Bischoffsheimlaan 25",,"Brussels","BE"
"Row15113","Instituut Voor Natuur En Bosonderzoek","Kliniekstraat, 25",,"Brussels","BE"
"Row15116","Instituzo National Del Agua","Autopista Jorge Newbery",,"Ezeiza Buenos Aires","AR"
"Row15117","Instro Precision Limited","Hornet Close, Pysons Road Industrial Estate",,"Broadstairs Kent","GB"
"Row15118","Instruclean Gmbh","Tenderweg",,"Essen","DE"
"Row15119","Instruct Ag","Lindwurmstrasse 27",,"Munich","DE"
"Row15120","Instrumentacion Y Componentes Sa","Calle Alaun 8 Pla Za 8",,"Zaragoza","ES"
"Row15121","Instrumentation Technologies, Elektronska Instrumentacija In Produkti Za Procesiranje Signalov Dd","Velika Pot 22",,"Solkan","SI"
"Row15122","Instrumentation Testing & Monitoring Limited","Bell Lane",,"Uckfield","GB"
"Row15123","Instrumenti Nanotehnologii Zao","Zelenograd Building",,"Moskva","RU"
"Row15124","Instytut Badan Literackich Polskiej Akademii Nauk","Ulica Nowy Swiat 72",,"Warszawa","PL"
"Row15125","Instytut Badawczy Drog I Mostow","Ul. Instytutowa",,"Warszawa","PL"
"Row15127","Instytut Biochemii I Biofizyki Polskiej Akademii Nauk","Pawinskiego",,"Warszawa","PL"
"Row15128","Instytut Biologii Doswiadczalnej Im Marcelego Nenckigo Polskiej Aca Nauk","Pasteur Street 3",,"Warszawa","PL"
"Row15129","Instytut Biologii Doswiadczalnej Im. M. Nenckiego Polskiej Akademii Nauk","Ul. Ludwika Pasteura 3",,"Warszawa","PL"
"Row1513","An Comhairle Oidhreachta-the Heritage Council Hc","Aras Na Hoidhreachta Chruch",,"Kilkenny","IE"
"Row15130","Instytut Biologii Medycznej Polskiej Akademii Nauk","Lodowa 106",,"Lodz","PL"
"Row15131","Instytut Biologii Ssakow Polskiej Akademii Nauk","Gen A Waszkiewicza 1c",,"Bialowieza","PL"
"Row15132","Instytut Biopolimerow I Wlokien Chemicznych","Ul. M. Sklodowskiej Curie",,"Lodz","PL"
"Row15133","Instytut Biopolimerow I Wlokien Chemicznych*instute Of Biopolymers Andchemical Fibres Ibwch","Ul. M. Sklodowskiej Curie",,"Lodz","PL"
"Row15134","Instytut Biotechnologii Przemyslu Rolno-spozywczego Im Prof Waclawa Dabrowskiego","Ulica Rakowiecka 36",,"Warszawa","PL"
"Row15135","Instytut Budownicta Wodnego Polskiej Akademii Nauk","Ul. Koscierska 7",,"Gdansk","PL"
"Row15136","Instytut Budownictwa Wodnego Polskiej Akademii Nauk","Ul. Koscierska",,"Gdansk","PL"
"Row15137","Instytut Ceramiki I Materialow Budowlanych","Postępu 9",,"Warszawa","PL"
"Row15138","Instytut Chemicznej Przerobki Wegla","Ul. Zamkowa 1",,"Zabrze","PL"
"Row15139","Instytut Chemii Bioorganicznej Pan","Noskowskiego 12-14",,"Poznan","GR"
"Row1514","An Garda Siochana","Garda Headquarters, Phoenix Park",,"Dublin","IE"
"Row15144","Instytut Chemii I Techniki Jadrowej","Ul. Dorodna",,"Warszawa","PL"
"Row15145","Instytut Chemii Przemyslowej Im. Prof. Ignacego Moscickiego","Ul Rydygiera 8",,"Warszawa","PL"
"Row15146","Instytut Ciezkiej Syntezy Organicznej Blachownia","Ulica Energetykow 9",,"Kedzierzyn Kozle","PL"
"Row15147","Instytut Dendrologii Polskiej Akademi Nauk","Ulica Parkowa 5",,"Kornik","PL"
"Row15149","Instytut Ekonomiki Rolnictwa I Gospodarki Zywnosciowej-panstwowy Instytut Badawczy","Swietokrzyska 20",,"Warszawa","PL"
"Row1515","An Roinn Talmhaiochta, Iascach Agus Bia","Agriculture House - Kildare Street",,"Dublin","IE"
"Row15150","Instytut Energetyki","Mory",,"Warszawa","PL"
"Row15151","Instytut Energii Atomowej Polatom",".",,"Otwock Swierk","PL"
"Row15152","Instytut Farmaceutyczny","Ul. Rydygiera 8, Lok. 17",,"Warszawa","PL"
"Row15153","Instytut Farmakologii Polskiej Akademii Nauk","Smetna 12",,"Krakow","PL"
"Row15154","Instytut Filozofii I Socjologii Pol Skiej Akademii Nauk","Nowy Swiat 72",,"Warszawa","PL"
"Row15155","Instytut Fiziologii I Patologii Sluchu","Ul. Zgrupowania Ak Kampinos 1",,"Warszawa","PL"
"Row15158","Instytut Fizyki Plazmy I Laserowej Mikrosyntezy Im. Sylwestra Kaliskiego","Hery 23",,"Warszawa","PL"
"Row15159","Instytut Fizyki Polskiej Akademii Nauk","Al Lotnikow",,"Warszawa","PL"
"Row1516","An Tudaras Um Ard Oideachas","Shelbourne Road Brooklawn House",,"Dublin","IE"
"Row15160","Instytut Genetyki I Hodowli Zwierzat Polskiej Akademii Nauk","Postepu",,"Jastrzebiec","PL"
"Row15163","Instytut Geofizyki Polskiej Akademii Nauk","Ksiecia Janusza 64",,"Warszawa","PL"
"Row15164","Instytut Geografii I Przestrzennego Zagospodarowania Im Stanislawa Leszczyckiego Polskiej Akademii Nauk","Ul. Twarda 51/55",,"Warszawa","PL"
"Row15166","Instytut Hodowli I Aklimatyzacji Roslin - Panstwowy Instytut Badawczy","Radzikow",,"Blonie","PL"
"Row15169","Instytut Kardiologii Im. Prymasa Tysiaclecia Stefana Kardynala Wyszynskiego","Ul. Alpejska 42",,"Warszawa","PL"
"Row15170","Instytut Katalizy I Fizykochemii Powierzchni Im. Jerzego Habera Polska Akademia Nauk","Ul. Niezapominajek 8",,"Krakow","PL"
"Row15172","Instytut Kolejnictwa","Chlopickiego 50",,"Warszawa","PL"
"Row15175","Instytut Logistyki I Magazynowania*institut Of Logistics And Warehousing*","Estkowskiego, 6",,"Poznan","PL"
"Row15176","Instytut Lotnictwa","Krakowska",,"Warszawa","PL"
"Row15177","Instytut Maszyn Matematycznych","Krzywickiego 34",,"Warszawa","PL"
"Row15178","Instytut Maszyn Przeplywowych - Polskiej Akademii Nauk","Ul.Fiszera 14",,"Gdansk","PL"
"Row15179","Instytut Maszyn Przeplywowych Im Roberta Szewalskiego Polskiej Akademii Nauk - Imp Pan","Ul. Fiszera 14",,"Gdansk","PL"
"Row1518","An-ex Analytical Services Ltd.","Ty Atebion Ffordd Yr Hen Gae Bocam Park",,"Bridgend","GB"
"Row15180","Instytut Matematyczny Polskiej Akademii Nauk.","Ul. Sniadeckich 8",,"Warszawa","PL"
"Row15184","Instytut Metali Niezelaznych","Sowinskiego 5",,"Gliwice","PL"
"Row15185","Instytut Meteorologii I Gospodarki Wodnej","Ulica Podlesna 61",,"Warszawa","PL"
"Row15187","Instytut Molekulyarnoi Biologii I Genetyky Nan Ukrainy","Zabolotnogo Street 150",,"Kyiv","UA"
"Row15188","Instytut Morski W Gdansku","Ul. Dlugi Targ",,"Gdansk","PL"
"Row15189","Instytut Nauk Geologicznych Polskiej Akademii Nauk","Ul.Twarda",,"Warszawa","PL"
